Rating,Date,Body,Sentiment
1,2023-07-23,Está bien lento entrar. Cuesta mucho trabajo ingresar y no puedo realizar mis. Movimientos,negative
5,2023-07-23,Muy buena la aplicación,positive
1,2023-07-23,Buena,mixed
3,2023-07-23,Tengo mas de 3 días que la aplicación nomas no abre.,negative
1,2023-07-23,"Ya me decepciono, estaba todo muy bien hasta que no me deja entrar, me pide prenda mi hubicacion, cuando siempre está prendida , necesito acceso con urgencia y nada que me deja entrar, si no saben hacer actualizaciónes con éxito en serio no las realicen, muy seguido me pide actualizar y para nada. Es un fiasco la banca móvil de Coppel. Un buen técnico le serviria de mucho.",negative
1,2023-07-23,Ni una estrella se merece pésima ap no me deja abrirla me dice compruebe su conexión a Internet ojala y puedan hacer algo al respecto ya me tiene harto esto,negative
1,2023-07-23,Es una idiotez que tenga que cambiar la hora solo para esta Aplicación Bancaria a diferencia de otras,negative
1,2023-07-23,"Tengo como 2 años con mi tarjeta y es hora que no puedo ingresar por la aplicación y tengo todo correcto, pésima app",negative
5,2023-07-23,Buena app,positive
3,2023-07-22,Buena,positive
5,2023-07-22,Magnifica ATT n.,positive
1,2023-07-22,Cochinero de app,negative
5,2023-07-22,Muy bien la ap trabaja excelente,positive
1,2023-07-22,Mala aplicación no me deja abrir una cuenta Me aparece que ay un error en la aplicación y es demasiado lenta,negative
5,2023-07-22,Muy buena atención y mucho surtido feliz día ahí encuentro lo qué busco,positive
1,2023-07-22,Se pone peor con cada actualización,negative
5,2023-07-22,Excelente,positive
5,2023-07-22,La recomiendo x q es segura y confiable encuentras todo tus movimientos en el momento q lo requieras,positive
5,2023-07-22,Muy bueno,positive
3,2023-07-22,Ami no me parece pagar servicios o regaras .,negative
5,2023-07-22,Le doy 5 estrellas muy buena aplicación se las recomiendo al cien por ciento todo bien con esta aplicación nada de anuncios y se abre rápido yo desde que la instale me a funcionado ala perfección,positive
1,2023-07-22,Sirve una semana si y una semana no,negative
1,2023-07-22,Aplicacion basura que no puede ni detectar la ubicación,negative
1,2023-07-22,Es muy buena,mixed
1,2023-07-22,"He intentado registrarme varias veces y nunca es posible, siempre falla",negative
5,2023-07-22,Buena,positive
5,2023-07-22,"Corrijo mi calificación y reitero mi apoyo IRRESTRICTO a los desarrolladores de la aplicación. Por un error de mi bandeja de entrada en mi correo, no leí el aviso de BANCOPPEL donde se comunicaba que del 18 de Julio en adelante, tendrían ajustes técnicos en la aplicación. De manera que ya transcurrido ese lapso, hoy descargué de nuevo, me registré otra vez y accesé sin problemas. GRACIAS DE NUEVO...",mixed
1,2023-07-22,Estaba en una emergencia y necesitaba el dinero y nunca cargo la j0didä aplicación,negative
1,2023-07-22,"Es una porquería de aplicacion por no decir otra cosa, ¿para que la actualizan si la van a dejar peor?, parece que en vez de actualizar es desactualizar ....... que estrés al menos deverian aumentarle el pago al programador para que haga un buen trabajo. esta app si se le puede llamar así tiene un sin fin de ERRORES. Ya ni stp de Oxxo hace semejantes errores",negative
1,2023-07-22,Pésimo servicio no puedo entrar porque no encuentra mi ubicación,negative
5,2023-07-22,Good,positive
5,2023-07-22,Muy util.,positive
1,2023-07-22,"No sirve la app, no me deja entrar, tengo muchos días intentando .",negative
1,2023-07-21,Muy lenta y en las noches se actualiza y no deja hacer movimientos!!!,negative
5,2023-07-21,Dan buen servicio te aclaran todas tus dudas,positive
1,2023-07-21,"Pesimooo y lo que le sigue no carga la aplicación, no te deja checar nada ,NO Sirve para ni una emergencia debería de mejorar muchooo!!",negative
1,2023-07-21,"Siempre están trabajando para mejorar la app, pero hasta el momento no han podido, no se puede hacer uso de ella. Pésimo servicio! No se merece ni una estrella.",negative
1,2023-07-21,Cuando mas lo necesito no abre la app,negative
5,2023-07-21,"Zzz u m0m b nz nsa i ajmn 6 ,s s.js s wzz uwz",mixed
5,2023-07-21,Excelente pero no la puedo abrir,positive
1,2023-07-21,"Bastante mala. Te deja ver tus movimientos pero es la única utilidad que tiene. No puedes hacer transferencia de la tarjeta de crédito a alguna otra cuenta, no puedes transferir de la tarjeta de crédito a tu propia cuenta de débito, el cvv dinámico no sirve, no reconoce mi huella y para pago de servicios solo aparecen como 4 en la lista y ya, tampoco puedes registrar otros... Ah sí y se tarda mucho en abrir. Mala, mala, mala",negative
1,2023-07-21,"NO ME DEJA REGISTRARME Pinche aplicación barata, creo que lo mejor será cambiarme de banco.",negative
1,2023-07-21,"Porquería, falla a cada rato y si vas a hacer un SPEI a ventanilla de urgencia todavía te cobran. Puedes preparar una maruchan y está lista antes que carguen las cuentas registradas.",negative
1,2023-07-21,Retraso en transacción y no te dan respuesta de nada solo que esperar y esperar 4 días para devolución de efectivo y todos los días está en mantenimiento pésima la verdad por qué no le queda de otra pero pésimo servicio,negative
1,2023-07-21,"El correo para contacto con el programador da error, posiblemente no exista, y la aplicación de aforé coppel la desaparecieron...",negative
1,2023-07-21,"Tras actualización solamente puedo entrar con datos móviles, no puedo con la red WiFi. No es problema de mi red, pues ha estado funcionando bien.",negative
5,2023-07-21,Me interesa,mixed
5,2023-07-21,Muy bueno ??,positive
1,2023-07-21,Tarda mucho en abrir,negative
1,2023-07-21,"Tengo días queriendo abrirla y nada,no se puede!!! Que pasa? Ya hice de todo!!",negative
1,2023-07-20,"Asco de app, muy buenos para cobrar pero no para invertirle en un app decente",negative
1,2023-07-20,La app es muy lenta y no me deja acceder sino le cambio el horario a verano; horario que ya no existe!! Falta mucho por mejorar,negative
2,2023-07-20,"Con muchos problemas para la comunicación, se traba mucho!!!",negative
1,2023-07-20,Muy mal no se por qué tengo que cambiar la hora de mi dispositivo el horario de verano ya no existe,negative
1,2023-07-20,Porquería de aplicación ????,negative
1,2023-07-20,Esta fallando no me deja abrir con wiifi solo con datos,negative
1,2023-07-20,Esta fallando mucho se desinstala sola pide que cambie uno la hora para volver instarla tengo que estar insistiendo mucho hasta que se pueda en fin cada vez esta peor las actulizaciones,negative
1,2023-07-20,"Hasta antes de la actualización del 19 de julio todo estaba de lo mejor, después de ""actualizarla"" pésima mal muy mal ahora tarda hasta 5 minutos en abrir y es muy enfadoso eso. Los cambios son para mejorar no empeorar. Les retiro la estrella para que se pongan las pilas.",negative
3,2023-07-20,65minutosde???³:d????4??34,positive
2,2023-07-20,NO PUEDO ABRIR LA APP ERROR 000031,negative
1,2023-07-20,No me funcions,negative
1,2023-07-20,"Pésima , cada intento de operación no permite hacerlo y si congela 20 pesos de saldo y si voy a reclamar me dicen que por intento de fraude siendo que los movimientos es entre sus mismas aplicaciones y no deja realizar ningún pago.",negative
1,2023-07-20,"Pésimo servicio , cuando uno necesita algo es cuando más se actualiza, y se tardan demasiado ????",negative
1,2023-07-20,De verdad otra vez están según mejorando su servicio. Pero la verdad es que lo único que hacen es empeorarlo ocupo checarcar mi banca es urgente. Y ustedes empeorando. Su servicio,negative
5,2023-07-20,Muy buena,positive
2,2023-07-20,"Antes funcionaba, no me deja entrar me sale la típica leyenda ""Estamos arreglando la página"" arreglen eso, semanas antes podía entrar como sí nada y ahora no puedo entrar a mí cuenta",negative
5,2023-07-20,Buena,positive
1,2023-07-20,Me a estado fallando mucho,negative
1,2023-07-20,No puedo ingresar rápido tarda mucho para poder entrar,negative
1,2023-07-20,Tengan cuidado me caban de robar 5000 peso tengan cuidado,negative
3,2023-07-20,"Muy mala, no deja entrar a la app. Antes me funcionaba bien todo el tiempo y ahora no me deja entrar muy seguido.",negative
1,2023-07-20,No sirve cuando más la necesito,negative
1,2023-07-20,Muy mala la app.,negative
5,2023-07-20,Ahora se trabaja y no puedo hacer deposito.... Chin .cuando lo ocupo.,mixed
5,2023-07-20,Buena muy buena,positive
5,2023-07-20,Muy bien??,positive
5,2023-07-20,Muy bien,positive
5,2023-07-20,Buena aplicación,positive
1,2023-07-20,"Pesima app, no me deja abrir mi cuenta",negative
4,2023-07-19,Tiene lo necesario,positive
4,2023-07-19,Ex,positive
4,2023-07-19,A mejorado mucho!!!. Felicidades,positive
1,2023-07-19,Al cambiar de telefono no me deja ingresar la contraseña teniendo que cambiar la que ya tenia. Mas aparte solo te pueden enviar la notificacion de comprobacion ciertas veces y tienes que esperar hasta mañana. Muy mal la aplicacion,negative
5,2023-07-19,Excelente servicios,positive
2,2023-07-19,"Falla bastante, abre hasta que quiere, no aparecen todos los movimientos que se hacen, quedó muy decepcionada",negative
5,2023-07-19,Exelente,positive
4,2023-07-19,"Muy buena aplicación me daría cinco estrellas si no fuera por la falla que presenta qué me hace cambiar la hora para poder usar la aplicación a veces me deja accesar normal con la hora que tengo, pero hay veces que me hace mover la hora a la hora de querer hacer una transferencia tengo que volver desde el principio porque a la hora de salirme para cambiar la transferencia se cierra la aplicación entonces a ver si pueden corregir ese problema de que pide el cambio de hora aquí en la CDMX",mixed
1,2023-07-19,Muy mala no funciona,negative
5,2023-07-19,Good whoring,positive
1,2023-07-19,"Hasta ahora no tengo ningun problema, antes me costaba mucho trabajo darme de alta o resgistrarme; pero ya no... Es mas facil... Ahora estoy aprendiendo de nuevo a usar ya q es algo diferente",neutral
1,2023-07-19,Intereses muy altos,mixed
5,2023-07-19,No eh tenido ningún problema,positive
3,2023-07-19,Hice una inversión en banco y en la cuenta no deja ver el monto de mi inversión les pido que arreglen eso tengo un redmi note 8 pro,negative
1,2023-07-19,"Es una basura, cada vez que quiero comprar algo lo mando al carrito y depues a pagar y según el carro esta vacío y no puedo comprar, ya tengo varios días con éso ??",negative
5,2023-07-18,Muy servicial,positive
1,2023-07-18,No puedo acceder ala aplicacion,negative
5,2023-07-18,"Nunca he batallado con esta aplicación y conforme van agregando más comodidades se vuelve más accesible, puedo hacer mis pagos, transferencias, recargas sin ningún problema. Espero algún día este banco sea más grande, en lo personal, me encanta.",positive
5,2023-07-18,Muy bueno,positive
1,2023-07-18,"últimamente la aplicación tarda demasiado en funcionar, hay que intentarlo muchas veces antes de que por fin te deje hacer tus operaciones, muy mal servicio de la app.",negative
3,2023-07-18,Todo bien ora si en la app lo único que anda dando mal plan fallas etc es en las fechas no te actualisa para seguir los pagos cuando se vense o el corte nada mal plan,neutral
1,2023-07-18,No sirve en sus funciones más básicas. Literalmente inutilizable.,negative
3,2023-07-18,"A estado muy lenta últimamente no entra solo carga x horas y nunca entra, ya tiene días así",negative
5,2023-07-18,Muy bien,positive
3,2023-07-18,"Funciona normal pero hay ocaciones en las que simplememte aparece error 000031 y se cierra, es molesto si necesitas consultar el saldo, o otro movimiento",negative
4,2023-07-18,"Buena ,el detalle es que si cambias de dispositivo o número tienes que ir activarla de nuevo al banco",positive
1,2023-07-18,Pésimo,negative
2,2023-07-18,MUY MAL SERVICIO DE ESTÁ APLICACIÓN MUY SEGUIDO NO FUNCIONA NI PARA CHECAR SALDO??,negative
1,2023-07-18,PESIMA aplicación. Abre cuando quiere. Tarda muchísimo tiempo en abrir .,negative
1,2023-07-18,"Para nada me gusta esta aplicación , no me gusta la idea de tener la hubicacion activada y nunca carga espero solucionen esto por que es muy lenta",negative
1,2023-07-18,Nunca se puede usar siempre pide que se active la ubicación y aunque siempre está activada lo vuelve a pedir y jamás funciona.,negative
1,2023-07-18,Pinch3 app ql3ra,neutral
1,2023-07-18,Una estrella porque no permite abrir la app con uso de datos. Sólo con wifi imagine si no hay una red disponible ????? Ojo ahí.,negative
1,2023-07-18,"Se cierra inesperadamente la aplicación cuando se necesita hacer alguna acción, es demasiado estresante",negative
1,2023-07-18,Mala no se pueden hacer pagos rápidos y con riesgo de no reflejarlos,negative
1,2023-07-18,no la recomiendo tarda mucho en pasar las transferencias y siempre esta en mantenimiento no la recomiendo,negative
4,2023-07-18,Muy buena,positive
5,2023-07-18,Muy buena,positive
1,2023-07-18,"La verdad es muy mala. A veces no te deja entrar o cuando realizas alguna operación se cierra la aplicación sin oportunidad de capturar pantalla. No se puede poner 0 estrella, así que le pongo 1.",negative
5,2023-07-18,B uena,positive
1,2023-07-18,Pésima aplicación Tengo que desinstalar e instalar a cada rato.,negative
1,2023-07-18,"Es imprecionante como después de acceder a su aplicación me llega un correo electrónico indicando que mi aplicación por seguridad fue bloqueada, qué acceda a tal link para desbloquearla (lo cual no hice) y lo más imprecionante es que el dominio de dicho correo sea Hotmail; no se si ustedes siendo una empresa tan grande no tienen correos propios de coppel o su personal o desarrollador este filtrando información para phishing por eso la valoración tan baja",negative
4,2023-07-18,Hola la aplicacion es buena,positive
2,2023-07-18,Nel el sistema les falla a cada p*to rato una trasferencia de emergencia no valen chettos me cae Ni lo instalen,negative
1,2023-07-18,Muy mala me saca y no me deja ingresar,negative
5,2023-07-18,Muy buena,positive
5,2023-07-18,An cambiado el sistema y mejoro vastante,neutral
2,2023-07-18,Buena,mixed
1,2023-07-18,No puedo entrar a la aplicación desde hace 4 días porque me dice que tiene fallas en el servidor,negative
2,2023-07-17,"Siempre se batalla para entrar en la aplicación, se queda cargando y aún así no se abre... siempre es el mismo problema",negative
4,2023-07-17,Buen servicio,positive
1,2023-07-17,"Pésima la aplicación, 3 días intentado abrirla y todavía marca error",negative
2,2023-07-17,Se traba mucho y no pasa de desir cargando aplicación a cada rato que quiere hacer uno una transferencia,negative
5,2023-07-17,Muy buans,positive
1,2023-07-17,Es un asco casi nunca funciona,negative
3,2023-07-17,no hay a realizar pagos y el menú no te ayuda a que te contesté un ejecutivo,negative
5,2023-07-17,Buena,positive
5,2023-07-17,"A mi me funciona muy bien en todo,lo unico es que ya no me notifica via mensaje SMS cuando me hacen algun deposito, o cuando hacia algun retiro me llegaba un mensaje para comprobar si hice algun movimiento pero ya no me notifica nada,si me pudieran corregir eso seria perfecta la App",neutral
5,2023-07-17,Excelente servicio muy profesional,positive
3,2023-07-17,Muy lenta la banca,negative
1,2023-07-17,"Es una aplicación que no cuenta con la seguridad necesaria para hacer buen uso de ella, ya que si te hackean cualquiera puede hacer transferencia y no pide ninguna clave de seguridad al igual que para abrir la aplicación en otro dispositivo tendría que tener seguridad de autenticarse con reconocimiento facial ya que es una medida que ayuda a que nadie más pueda abrir tu aplicación en otro dispositivo sólo con la contraseña.",negative
5,2023-07-17,Es muy buena Y no complicadas fasil y práctica,positive
1,2023-07-17,Desde el cambio de horario es molesto que mi celular vaya una hora adelantado para poder ocupar la app y es la única aplicación de mi celular que me marca error de conexión,negative
1,2023-07-17,Falla mucho,negative
1,2023-07-17,Pinchy aplicasion vale pa puritita verga falla un chingo es raro cuando travaja bien,negative
1,2023-07-16,Pésima app no se habré orrible,negative
5,2023-07-16,La neta es muy buena app mi poderosisimo bancoppel sin limites ni nada,positive
1,2023-07-16,"Le doy una estrella por qué no me deja acceder a mi cuenta me dice que puedo acceder de tres a 10 días, solo por qué cambie de dispositivo",negative
1,2023-07-16,Ya estoy arto de ustedes y su mala aplicación es un asco que a cada rato salgan con su estupidez de retener saldo,negative
1,2023-07-16,"La app al ingresar pide que se active la ubicación, aunque ya esté activo.",negative
1,2023-07-16,"Pongo todos los datos de mi tarjeta y dice que son incorrectos, no me deja acceder y me lo bloquea",negative
5,2023-07-16,muy buena app,positive
4,2023-07-16,Buena pero aveses no abre bien,positive
1,2023-07-16,"Pésima aplicación, todo el tiempo teniendo fallas y no me permite ingresar, la desinstale y me dice que hay un problema con mis datos, los corroboro y lo mismo.",negative
5,2023-07-16,Buena,positive
5,2023-07-16,Buena experiencia,positive
3,2023-07-16,Tengo que cambiar la hora para hacer alguna transferencia o algo en la app,negative
1,2023-07-16,"Pésimo servicio... El día de ayer tenia que transferir un dinero pero me sale la app qué probablemente la aplicación de coppel no esté disponible en mi dispositivo, una trabadera qué le agarra no! no! Horrible! Y ya después de tener años de usarla",negative
1,2023-07-15,"Siempre tiene errores, no puedo transferir mi dinero a otras cuentas",negative
5,2023-07-15,Muy buenas,positive
5,2023-07-15,Fantastico,positive
1,2023-07-15,Arreglenla pésima aplicación !????,negative
1,2023-07-15,Muy bien,mixed
1,2023-07-15,Porque .me molestan cuando ya fui a l tienda haser pagos. Eso no está bien,negative
1,2023-07-15,"Pesima app, tarda horas en dejarme entrar para hacer mis pagos!!",negative
1,2023-07-15,No sirve es una basura,negative
4,2023-07-15,En este momento la aplicación no me permite hacer alguna operación,mixed
4,2023-07-15,Tengo días batallando para entrar en la app,mixed
1,2023-07-15,Tiene muchos errores aún .,negative
1,2023-07-15,"Horrible aplicación, se supone que es para evitar ir a la sucursal a pagar y nunca está en funcionamiento.",negative
1,2023-07-15,"Falla mucho, tarda bastante en cargar en ocasiones no se puede entrar con datos moviles solo con wifi en otras cambia a solo poder con wifi y no con datos , se cierra al estar dentro, es muy lenta y me pide afuerzas tener activa la zona horaria para entrar. Y no es mi telefono ya que en otras app bancarias no tengo este problema...",negative
1,2023-07-15,"Entraron a mi cuenta desde otro dispositivo, y realizaron una transferencia. Me decepciona que entraron tan facil, se supondria que no deberia abrir desde otro dispositivo. El.dia de hoy el dictamen es que no lo reconoce. Volvi hacer la aclarcion. Espero que haya resultados positivos. Me hace pensar que las personas que trabajan y conocen nuestros datos hacen este tipo de acciones",negative
1,2023-07-15,"Iba hacer mi cambio de nomina con ustedes, pero ya. Me retuvieron dinero de la nada!!! Le comentan que es de 1 a 30 días y para que metan sus respectivas aclaraciones",negative
1,2023-07-15,"Me tiene fastidiada,cuando uno más necesita ingresar,no deja,menciona error...esto pasa muuuuy seguido,de verdad arreglen ese problema . No se puede hacer uso correcto de la app.",negative
1,2023-07-15,Muchas cosas que quiero seleccionar marcan error como la opción de pagar la tarjeta y tengo que ir a una sucursal o un oxxo para poder pagar,negative
5,2023-07-15,Genial,positive
1,2023-07-15,"me tienen hasta la madre, desde hace unos dias deposito dinero a mi cuenta y me retienen el efectivo que les pasa.",negative
3,2023-07-15,Muy satisfecho con el servicio,positive
1,2023-07-15,"No sirve para nada su aplicación, sobre todo no piensan en las personas que por discapacidad, enfermedad general etc. Necesitan tener este tipo de apoyo, pero decepción total, que tipo de personal de proyectos tienen? Porque no le piensan un poco y tratan de dar servicio más eficiente y competitivo así como más empático y humano a sus clientes",negative
1,2023-07-15,A cada rato hay que actualizar pero no tiene ninguna novedad sigue con las mismas funciones,negative
5,2023-07-15,Es muy útil y práctica para mis envios,positive
5,2023-07-15,"Excelente aplicación, puedes transferir super rápido, actualizaciones constantemente para tu seguridad, m encanto.",positive
3,2023-07-15,Es muy bien,positive
3,2023-07-15,Por qué cada vez que se vuelve a instalar pide crear nueva contraseña? Lo peor es que no se puede utilizar la contraseña anterior,negative
1,2023-07-15,No puedo entrar a la aplicación...no me da acceso,negative
1,2023-07-15,Ocupo mi app y ya van mas de 4 horas que quiero ingresar y según están trabajando para mejorar y no veo las mejoras. Si no restauras ya se servicio tender que dejar de ser su cliente por qué una emergencia con este servivio no la cuento. Si no queda ya tempranito doy de baja la cuenta y busco otra opción que sea mejor por así no puedo estar ???????? pésimo el servicio.,negative
1,2023-07-15,Fatal no me deja entrar solo me aparece error y empezamos de nuevo algo salió mal y así me tiene,negative
2,2023-07-15,Es frustrante abrir la aplicación para generar el código de seguridad y que el servicio no esté disponible,negative
3,2023-07-15,Me parece bien la aplicación pero por qué carajos siempre está en mantenimiento o tienes que actualizarla ?de 10 veces que intento entrar 8 me dice que está en mantenimiento ???????,negative
1,2023-07-15,Oigan que pasa! Necesito mi dinero y me dice que hay error ID.000121 ??,negative
1,2023-07-15,La acabo de actualizar y ya no me deja entrar,negative
1,2023-07-15,"Desde hace un tiempo para acá no puedo ingresar, me dice que siguen restableciendo el servicio y es molesto tener que estar esperando tanto tiempo, porque no puedo dar el seguimiento que quiero a mi cuenta!",negative
5,2023-07-15,Muy buena solo que aveces se no me deja entrar y no se porque,positive
5,2023-07-15,Fantástica app.,positive
1,2023-07-15,Falla constantemente y ahora no me deja ingresar,negative
1,2023-07-15,"Se traba mucho y cuando abre es súper lenta, mejor cambiaré de banco",negative
2,2023-07-15,Me aparece mucho error ID em000031,negative
3,2023-07-15,"De todas las apps de bancos, está es de las que más falla en época de quincena.",neutral
5,2023-07-15,Excelente,positive
1,2023-07-15,Cómo falla regularmente en las quincenas ojalá y le den mantenimiento,negative
1,2023-07-15,X el momento esta funcionando muy bien la app espero y asi siga si está muy bien la app BanCoppel no más tengo poquito de inconveniente ahorita por qué no quiere abrir la app con los datos espero se arregle pronto Estoy teniendo problemas para hacer una transferencia y no me deja abrir la app ya la desinstale y la volvi a instalar y es lo mismo,negative
4,2023-07-15,Muy buena pero últimamente ha estado fallando bastante espero y lo puedan arreglar rápido,neutral
5,2023-07-15,De las mejores app bancarias??,positive
1,2023-07-15,Demora mucho para habrir la aplicación,negative
5,2023-07-15,"Excelente sin problemas en todos estos años ocupando la aplicación, y muy fácil de usar a comparación de otros bancos que si es complicado y en sus aplicaciones",neutral
5,2023-07-15,Muy efectivo,positive
4,2023-07-15,Excelente y muy cómoda,positive
2,2023-07-15,Muy mala la plicacion tarda mucho en abrir o no abre y depronti te saca de la misma,negative
1,2023-07-15,Siempre está fallando,negative
1,2023-07-15,"Ya permite entrar a la app pero para hacer movimientos sigue pidiendo cambiar el horario de verano, muy mal",negative
2,2023-07-15,Tardan en llegar las transferencias.,negative
1,2023-07-15,La aplicación es buena pero al momento de hacer una transferencia no cae el depósito,negative
5,2023-07-15,Bienn,positive
1,2023-07-15,Es un sistema muy lento o tiene bastantes clientes que no soporta la actividad de usar la aplicación y para poder transferir se reinicia mucho,negative
5,2023-07-15,Muy buena es exelente,positive
1,2023-07-15,Muy mala la verdad no se reflejan los pagos que hacen te retienen dinero y para colmo hablas y no te solucionan nada malisima,negative
1,2023-07-14,"Esta app no sirve pésimo servicio todas las opiniones son del pésimo servicio que ofrecen y no hacen nada para mejorarlas simplemente no sirve, siendo una empresa tan grande como es posible que tengan este tipo de aplicacion tan poco servicial.",negative
5,2023-07-14,Muy buena,positive
4,2023-07-14,"Esta muy bien,solo el unico detalle del horario,que hay que cambiarlo manualmente porque no se puede ingresar normal,debido a que se Quito el horario de verano y la app todavía lo conserva,pero de hay en fuera todo bien...",neutral
1,2023-07-14,"No me deja realizar compras, ni dar abonos, el cvv me dice que es incorrecto. Resuelvan eso",negative
1,2023-07-14,Intento abrir la aplicación y sola se sale m marca error en la aplicación m sugiere actualizar pero ya la actualize y me sigue marcando error,negative
3,2023-07-14,Deje de recibir las notificaciones por mensaje de texto de las transferencia que recibo.,negative
1,2023-07-14,Quiero crear mi cuenta y no se puede :/,negative
1,2023-07-14,"No me deja registrarme , siempre dice que el servicio no está disponible",negative
2,2023-07-14,La app no te deja entrar para hacer tus pagos haci te hacen pagar mas intereses acumulados y afuersas tienes que estar en la sucursal y hacer pago,negative
5,2023-07-14,Buen,positive
1,2023-07-14,Les recomiendo cambiarse de banco,neutral
1,2023-07-14,Siempre es una batalla para que abra la app,negative
1,2023-07-14,Lo pior de lo pior esta aplicación,negative
5,2023-07-14,La información que me proporciona es correcta en está aplicación,positive
1,2023-07-14,E.,mixed
5,2023-07-14,Excelente,positive
1,2023-07-14,No me abre la app,negative
5,2023-07-14,Excelente los beneficios y su funcionamiento ??,positive
1,2023-07-13,Arreglen la App ya no deja ni utilizarla,negative
2,2023-07-13,No entiendo porque no me da mi estado de cuenta para hacer un pago,negative
1,2023-07-13,"En cuanto tenga una oportunidad no dudare en cambiarme de banco, porque con este actual es una molestia Pide constantemente acutalizaciones y encima de eso, al querer iniciar me pone el usuario de otra persona por lo que aun lo hace ser mas inseguro. Asi que no les recomiendo este banco Ya lleva meses asi.",negative
1,2023-07-13,Siempre tardo muchísimo en poder entrar siempre marca error y pide conectar la ubicación y la tengo conectada y marca error Y sigue pidiendo la ubicación. y tarda michismisisisismo para habrir,negative
5,2023-07-13,Excelente,positive
2,2023-07-13,Tiene más del mes que no puedo abrir mi aplicación la vdd en algún momento si fue muy buena pero hoy en día deja mucho que desear,negative
5,2023-07-13,Muy ágil y clara,positive
5,2023-07-13,Muy parctica,positive
2,2023-07-13,Ya no me deja pagar con ninguna tarjeta de debito ya intente con 3 diferentes y nada!,negative
1,2023-07-13,"No me deja entrar, pongo mis datos y no más me dice error cuando todo está bien.",negative
2,2023-07-13,"Cuando le doy en el apartado de pagar no le deja dice que no disponible, no se podrá arreglar eso ?",negative
5,2023-07-13,Estoy probando,positive
5,2023-07-13,Muy buena,positive
5,2023-07-13,Es muy buena la app,positive
2,2023-07-13,No puedo i stalarla y aparte tengo q cambiar el horario para entrar,negative
3,2023-07-13,Buena,positive
5,2023-07-13,Excelente,positive
1,2023-07-13,"Descargué la aplicación e ingresé los datos que me pidió y me dice que tengo que ir al banco a firmar un contrato,??????????",negative
5,2023-07-12,Ese lente me esplico vien,positive
2,2023-07-12,"No funciona a veces, la app se satura, ahora resulta que no puedo entrar ni con casi más de 20 intentos por que la ubicación según no está activada, pero si lo está, antes la activaba y rápido entraba y ahora no, su app deja mucho que desear, no ganas de tener el dinero ahí.",negative
1,2023-07-12,No me deja aceder muy mal,negative
5,2023-07-12,Muy buena con una interfaz amigable y sencilla de usar,positive
1,2023-07-12,"Pesimo servicio, te obligan a activar el cvv temporal para luego cuando lo necesites no puedas acceder a la aplicación y por lo tanto no puedo hacer uso de la tarjeta para comprar en internet, es una porqueria de aplicación, tengo dias tratando de ingresar.",negative
1,2023-07-12,No abre la aplicación,negative
2,2023-07-12,Tarda horas en abrir?? y ni hablar para hacer movimientos o tranferencias por este medio??????es un estrés constante que cierre la aplicación cuando tienes prisa por checar tu saldo.,negative
1,2023-07-12,"Pésima no la instalen, yo la instale supuestamente recibí una llamada de Coppel y obvio no les di mi contraseña ni nada , y me hicieron fraude me vaciaron la cuenta , ya no se puede confiar en nada y además recibí correos de mismo Coppel y se hacen los desentendidos , no la instalen por favor es más si pueden de baja sus cuentas",negative
5,2023-07-12,Excelente app,positive
5,2023-07-12,Buena,positive
5,2023-07-12,Muy sencilla y ofrece varias opciones que ayudan a realizar movimientos bancarios,positive
1,2023-07-12,"Pésima App. Muy lenta para abrir, se te cierra de la nada.",negative
2,2023-07-12,"Bueno, que no piensan en quitar el horario de verano, qué fastidio",negative
1,2023-07-12,No abre la aplicación todo el día batallando,negative
5,2023-07-12,Excelente aplicación,positive
1,2023-07-12,"Es una porquería esta aplicación, No abre. Quieres disponer de tu dinero y no puedes??????????",negative
5,2023-07-12,Execelente tarjeta,positive
1,2023-07-11,"Decepcionante Bancoppel,se me generó un cargo doble y no me pudieron solucionar en atención al cliente y que si te equivocas con cargos extra te cobran 200 ,aparte de que te retienen el dinero,se lo dan al establecimiento todavía quieren cobrar por la atención al cliente la verdad yo voy a cambiar mi afore y todo de coppel yo no quiero tener nada que ver con ese banco ,todavía poner de mi tiempo para ir a la sucursal arreglar y 5 de comisión por meter tu dinero te cobran por todo mala experencia",negative
5,2023-07-11,Buena,positive
5,2023-07-11,Sorprendente,positive
1,2023-07-11,Pesimo servicio no deja hacer movimientos por el horario ni revisar la app,negative
3,2023-07-11,Es lo mejor uüt juju,positive
3,2023-07-11,La app me resultado muy útil pero últimamente .te lo que cambiar la hora de mi teléfono para poder usarla .además me aparecen compras que no e echo no se especifica pq?.,negative
4,2023-07-11,Todo bien con pequeños detalles,positive
3,2023-07-11,"Favor de mejorar el servicio, Es bueno pero le falta más eficiencia Tiene para recargar otras compañías pero para recargar de su propia compañía no tiene opción, es una pena, tener que ir a la tienda o entrar a la página de coppel digital y aun ahí cueste para realizar recarga.",negative
1,2023-07-11,No me deja instalarla es pésima la aplicación,negative
3,2023-07-11,Buenos días no megusta casi la aplicación ya que no me permite borrar apartados y tampoco se guardan los apartados rápidamente tardan semanas o días así que x eso ledoy 3 ? y tiene otros defectos pero bueno ?????????????? ojalá pudieran mejorar lo de los apartados y el borrador de ellos y que le pongan la opción de poder invertir hasta 100 pesos en la blosay ganar,negative
1,2023-07-11,"Que horrible es la app, cada que quiere te deja entrar, si no te saca y ni puedes hacer nada ????????",negative
